929	1 1 4 2 1 1 3 1 3 1 1 1 1 1 20 1 2 14 172 1 1 1 1 1 1
437	1 1 1 1 1 1 1 1 41 1 1 1 2 1 1 1 1 7 2 1 82 1 25 9 1 2 1 2 1 1 6 2 15 3
710	1 2 1 3 3 3 1 3 1 3 10 2 5 1 1 1 5 1 5 3 2 13 2 2 11 7 6 1 1 3 25 5 1 2 18 1
1048	3 1 1 8 1 1 1 2 2 1 1 1 2 2 7 1 2 2 1 1
1224	2 6 2 2 3 1 31 4 1 2 1 1 1 1 1 8 1 4 1
1439	1 1 1 1 1 1 8 1 1 3 2 15 1 1 43 1 2 4 1 2 1 1 1
4354	6 2 17 3 1 81 2 1 10 26 3 3 5 4 5 1 2 7 1 3 1 2 164 9 2 1 1 1 17 2 1 1 20 30 45 1 39 11 2 1 1 9 1 1 2 157 1 6 13 1 1 1 4 1 4 10 1 2 1 1 30 18 1 17 5 1 7 1 2 5 4 1 2 1 1 22 3 1 3 3 11 1 1 1 8 3 1 1 9 6 8 4 63 1 18 1 115 53 7 2 65 3 1 2 1 1 4 2 1 3 19 100 1 5 26 11 7 11 2 1 3 1 1 1 2 2 1 4 1 16 1 1 3 41 4 4 1 2 1 1 1 1 8 1 3 1 1 1 1 1 1 5 1 1 1 1 36 9 1 1 4 2 1 8 1 8 1 134 1 1 15 1 10 6 1 1 1 1 1 3 383 1 37 3 1 58 2 1 2 1 1 1 1 3 1 1 1 1 1 4 1 2 1 1 1 151 14 1 9 6 1 1 1 1 95 1 1 3 1 1 3 2 2 1 1 1 2 7 2 1 2 1 2 12 1 2 5 1 1 6 1 1 1 1 23 1 1 2 2 3 1 1 2 1 1 1 1 1 1 2 1 2 1
4410	5 1 5 1 1 2 1 2 3 9 4 2 12 3 8 1 14 1 7 4 1 6 1 1 15 3 1 14 4 1 3 1 1 1 1 2 1 2 5 1 1 42 1 2 1 1 4
4679	5 40 30 5 64 34 1 103 1 1 1 1 5 1 1 1 1 1 8 1 1 2 12 27 4 5 1 1 1 78 9 1 1 2 2 2 6 1 1 1 1 15 2 7 1 7 1 1 1 1 1 1 1 1 1 1 1 19 1 1 5 7 16 14 2 1 1 1 1 1 1 6 3 10 3 200 8 3 1 49 1 2 1 5 1 1 3 1 2 1 3 7 3 1 18 1 1 2 1 1 11 1 34 1 1 1 1 3 1 1 11 1 6 1 1 1 6 1 1 1 1 2 1 1 1 2 1 1
4782	15 6 1 1 6 187 6 13 1 1 261 2 1 4 6 1 2 1 1 1 1 6 3 3 1 1 3 1 1 142 1 2 2 12 1 14 1 1 9 1 1 21 1 22 1 1 2 2 40 2 2 1 1 3 2 1 23 5 1 1 1 1 43 1 1 4 1 1 2 1 1 1 1 1 1 1 8 1 1 1 2 1 2 1 1 122 2 1 1 1 1 1 1 11 38 1 1 1 3 1 1 2 7 1 1 1 1 11 1 3 1 146 2 1 2 1 4 5 2 1 2 1
4853	2 12 1 11 21 32 1 1 1 1 3 2 1 1 3 1 1 1 17 3 3 3 2 4 1 1 1 1 2 1
4873	1 1 1 1 1 2 1 5 1 6
5177	1 5 1 1 1 10 2 1 1
5256	19 1 10 23 15 1 1 3 61 738 9 65 7 4 2 13 1 11 1 68 28 1 151 4 15 313 1 42 4 1 3 15 31 9 1 1 1 1 4 1 1 1 8 1 1 39 1 2 1 1 2 1 19 6 1 1
6111	3 7 88 1 1 20 2 1 1
6418	1 1 1 7 4 1 4 1
